ID,대출등급
TEST_00000,A
TEST_00001,A
TEST_00002,A
TEST_00003,B
TEST_00004,C
TEST_00005,A
TEST_00006,C
TEST_00007,A
TEST_00008,C
TEST_00009,C
TEST_00010,C
TEST_00011,A
TEST_00012,C
TEST_00013,C
TEST_00014,A
TEST_00015,B
TEST_00016,C
TEST_00017,C
TEST_00018,B
TEST_00019,A
TEST_00020,C
TEST_00021,B
TEST_00022,C
TEST_00023,D
TEST_00024,A
TEST_00025,A
TEST_00026,A
TEST_00027,D
TEST_00028,C
TEST_00029,A
TEST_00030,C
TEST_00031,A
TEST_00032,A
TEST_00033,A
TEST_00034,A
TEST_00035,C
TEST_00036,B
TEST_00037,B
TEST_00038,B
TEST_00039,C
TEST_00040,C
TEST_00041,C
TEST_00042,B
TEST_00043,C
TEST_00044,A
TEST_00045,C
TEST_00046,C
TEST_00047,C
TEST_00048,A
TEST_00049,E
TEST_00050,A
TEST_00051,C
TEST_00052,C
TEST_00053,A
TEST_00054,C
TEST_00055,C
TEST_00056,A
TEST_00057,C
TEST_00058,C
TEST_00059,A
TEST_00060,C
TEST_00061,B
TEST_00062,B
TEST_00063,C
TEST_00064,A
TEST_00065,C
TEST_00066,C
TEST_00067,B
TEST_00068,B
TEST_00069,C
TEST_00070,A
TEST_00071,B
TEST_00072,C
TEST_00073,C
TEST_00074,B
TEST_00075,B
TEST_00076,C
TEST_00077,A
TEST_00078,A
TEST_00079,A
TEST_00080,B
TEST_00081,E
TEST_00082,A
TEST_00083,B
TEST_00084,B
TEST_00085,C
TEST_00086,C
TEST_00087,C
TEST_00088,B
TEST_00089,A
TEST_00090,C
TEST_00091,C
TEST_00092,C
TEST_00093,C
TEST_00094,B
TEST_00095,C
TEST_00096,C
TEST_00097,C
TEST_00098,B
TEST_00099,B
TEST_00100,A
TEST_00101,B
TEST_00102,B
TEST_00103,C
TEST_00104,C
TEST_00105,B
TEST_00106,C
TEST_00107,C
TEST_00108,C
TEST_00109,C
TEST_00110,B
TEST_00111,B
TEST_00112,A
TEST_00113,B
TEST_00114,C
TEST_00115,D
TEST_00116,B
TEST_00117,C
TEST_00118,B
TEST_00119,E
