ID,대출등급
TEST_00000,B
TEST_00001,E
TEST_00002,B
TEST_00003,B
TEST_00004,B
TEST_00005,B
TEST_00006,B
TEST_00007,C
TEST_00008,B
TEST_00009,D
TEST_00010,C
TEST_00011,C
TEST_00012,C
TEST_00013,D
TEST_00014,E
TEST_00015,B
TEST_00016,E
TEST_00017,C
TEST_00018,B
TEST_00019,B
TEST_00020,C
TEST_00021,C
TEST_00022,C
TEST_00023,D
TEST_00024,B
TEST_00025,B
TEST_00026,B
TEST_00027,D
TEST_00028,C
TEST_00029,B
TEST_00030,C
TEST_00031,B
TEST_00032,B
TEST_00033,E
TEST_00034,E
TEST_00035,C
TEST_00036,B
TEST_00037,B
TEST_00038,B
TEST_00039,C
TEST_00040,D
TEST_00041,D
TEST_00042,C
TEST_00043,C
TEST_00044,E
TEST_00045,D
TEST_00046,E
TEST_00047,D
TEST_00048,B
TEST_00049,F
TEST_00050,B
TEST_00051,D
TEST_00052,C
TEST_00053,E
TEST_00054,B
TEST_00055,C
TEST_00056,B
TEST_00057,C
TEST_00058,B
TEST_00059,B
TEST_00060,C
TEST_00061,B
TEST_00062,B
TEST_00063,E
TEST_00064,C
TEST_00065,E
TEST_00066,C
TEST_00067,B
TEST_00068,B
TEST_00069,C
TEST_00070,B
TEST_00071,B
TEST_00072,C
TEST_00073,C
TEST_00074,D
TEST_00075,B
TEST_00076,E
TEST_00077,C
TEST_00078,B
TEST_00079,A
TEST_00080,B
TEST_00081,F
TEST_00082,B
TEST_00083,C
TEST_00084,B
TEST_00085,C
TEST_00086,C
TEST_00087,E
TEST_00088,B
TEST_00089,E
TEST_00090,B
TEST_00091,E
TEST_00092,D
TEST_00093,C
TEST_00094,C
TEST_00095,D
TEST_00096,C
TEST_00097,E
TEST_00098,B
TEST_00099,B
TEST_00100,B
TEST_00101,C
TEST_00102,C
TEST_00103,C
TEST_00104,C
TEST_00105,B
TEST_00106,C
TEST_00107,E
TEST_00108,C
TEST_00109,E
TEST_00110,B
TEST_00111,B
TEST_00112,E
TEST_00113,B
TEST_00114,E
TEST_00115,C
TEST_00116,B
TEST_00117,B
TEST_00118,B
TEST_00119,F
TEST_00120,B
TEST_00121,B
TEST_00122,C
TEST_00123,B
TEST_00124,C
TEST_00125,C
TEST_00126,F
TEST_00127,C
TEST_00128,B
TEST_00129,B
TEST_00130,C
TEST_00131,B
TEST_00132,B
TEST_00133,B
TEST_00134,B
TEST_00135,C
TEST_00136,C
TEST_00137,C
TEST_00138,B
TEST_00139,E
TEST_00140,E
TEST_00141,B
TEST_00142,B
TEST_00143,E
TEST_00144,B
TEST_00145,E
TEST_00146,D
TEST_00147,C
TEST_00148,B
TEST_00149,B
TEST_00150,E
TEST_00151,C
TEST_00152,C
TEST_00153,E
TEST_00154,B
TEST_00155,C
TEST_00156,B
TEST_00157,D
TEST_00158,E
TEST_00159,B
TEST_00160,B
TEST_00161,C
TEST_00162,E
TEST_00163,D
TEST_00164,C
TEST_00165,F
TEST_00166,C
TEST_00167,F
TEST_00168,D
TEST_00169,F
TEST_00170,C
TEST_00171,C
TEST_00172,E
TEST_00173,B
TEST_00174,E
TEST_00175,C
TEST_00176,B
TEST_00177,E
TEST_00178,B
TEST_00179,B
TEST_00180,C
TEST_00181,E
TEST_00182,B
TEST_00183,B
TEST_00184,B
TEST_00185,C
TEST_00186,B
TEST_00187,B
TEST_00188,C
TEST_00189,G
TEST_00190,C
TEST_00191,C
TEST_00192,C
TEST_00193,D
TEST_00194,C
TEST_00195,C
TEST_00196,B
TEST_00197,E
TEST_00198,B
TEST_00199,B
TEST_00200,B
TEST_00201,B
TEST_00202,B
TEST_00203,C
TEST_00204,C
TEST_00205,C
TEST_00206,C
TEST_00207,C
TEST_00208,B
TEST_00209,D
TEST_00210,F
TEST_00211,A
TEST_00212,B
TEST_00213,B
TEST_00214,B
TEST_00215,C
TEST_00216,C
TEST_00217,B
TEST_00218,E
TEST_00219,D
TEST_00220,B
TEST_00221,B
TEST_00222,B
TEST_00223,C
TEST_00224,B
TEST_00225,B
TEST_00226,E
TEST_00227,E
TEST_00228,C
TEST_00229,C
TEST_00230,B
TEST_00231,G
TEST_00232,E
TEST_00233,C
TEST_00234,B
TEST_00235,C
TEST_00236,B
TEST_00237,B
TEST_00238,E
TEST_00239,C
TEST_00240,B
TEST_00241,B
TEST_00242,B
TEST_00243,B
TEST_00244,B
TEST_00245,C
TEST_00246,C
TEST_00247,C
TEST_00248,B
TEST_00249,C
TEST_00250,C
TEST_00251,B
TEST_00252,B
TEST_00253,E
TEST_00254,C
TEST_00255,B
TEST_00256,C
TEST_00257,B
TEST_00258,B
TEST_00259,B
TEST_00260,C
TEST_00261,B
TEST_00262,C
TEST_00263,C
TEST_00264,B
TEST_00265,B
TEST_00266,B
TEST_00267,F
TEST_00268,B
TEST_00269,C
TEST_00270,C
TEST_00271,B
TEST_00272,C
TEST_00273,C
TEST_00274,D
TEST_00275,C
TEST_00276,B
TEST_00277,B
TEST_00278,E
TEST_00279,F
TEST_00280,C
TEST_00281,B
TEST_00282,B
TEST_00283,B
TEST_00284,C
TEST_00285,B
TEST_00286,E
TEST_00287,C
TEST_00288,B
TEST_00289,C
TEST_00290,B
TEST_00291,B
TEST_00292,B
TEST_00293,B
TEST_00294,E
TEST_00295,B
TEST_00296,B
TEST_00297,C
TEST_00298,D
TEST_00299,B
TEST_00300,C
TEST_00301,B
TEST_00302,A
TEST_00303,C
TEST_00304,B
TEST_00305,B
TEST_00306,C
TEST_00307,B
TEST_00308,E
TEST_00309,E
TEST_00310,C
TEST_00311,B
TEST_00312,C
TEST_00313,E
TEST_00314,C
TEST_00315,E
TEST_00316,B
TEST_00317,B
TEST_00318,B
TEST_00319,C
TEST_00320,E
TEST_00321,B
TEST_00322,D
TEST_00323,D
TEST_00324,C
TEST_00325,C
TEST_00326,B
TEST_00327,B
TEST_00328,D
TEST_00329,E
TEST_00330,B
TEST_00331,C
TEST_00332,E
TEST_00333,C
TEST_00334,E
TEST_00335,B
TEST_00336,B
TEST_00337,B
TEST_00338,C
TEST_00339,B
TEST_00340,B
TEST_00341,C
TEST_00342,C
TEST_00343,C
TEST_00344,C
TEST_00345,B
TEST_00346,C
TEST_00347,D
TEST_00348,F
TEST_00349,B
TEST_00350,A
TEST_00351,B
TEST_00352,E
TEST_00353,D
TEST_00354,B
TEST_00355,D
TEST_00356,C
TEST_00357,C
TEST_00358,B
TEST_00359,E
TEST_00360,C
TEST_00361,B
TEST_00362,E
TEST_00363,B
TEST_00364,B
TEST_00365,B
TEST_00366,E
TEST_00367,B
TEST_00368,E
TEST_00369,D
TEST_00370,D
TEST_00371,C
TEST_00372,D
TEST_00373,B
TEST_00374,C
TEST_00375,E
TEST_00376,E
TEST_00377,B
TEST_00378,C
TEST_00379,B
TEST_00380,C
TEST_00381,B
TEST_00382,G
TEST_00383,B
TEST_00384,E
TEST_00385,B
TEST_00386,E
TEST_00387,B
TEST_00388,E
TEST_00389,B
TEST_00390,E
TEST_00391,C
TEST_00392,C
TEST_00393,B
TEST_00394,B
TEST_00395,D
TEST_00396,B
TEST_00397,B
TEST_00398,B
TEST_00399,A
TEST_00400,C
TEST_00401,E
TEST_00402,B
TEST_00403,C
TEST_00404,B
TEST_00405,B
TEST_00406,B
