ID,대출등급
TEST_00000,C
TEST_00001,C
TEST_00002,C
TEST_00003,C
TEST_00004,B
TEST_00005,C
TEST_00006,C
TEST_00007,C
TEST_00008,C
TEST_00009,C
TEST_00010,C
TEST_00011,C
TEST_00012,C
TEST_00013,C
TEST_00014,C
TEST_00015,C
TEST_00016,C
TEST_00017,C
TEST_00018,B
TEST_00019,C
TEST_00020,C
TEST_00021,C
TEST_00022,C
TEST_00023,C
TEST_00024,C
TEST_00025,C
TEST_00026,C
TEST_00027,C
TEST_00028,C
TEST_00029,C
TEST_00030,C
TEST_00031,C
TEST_00032,C
TEST_00033,C
TEST_00034,C
TEST_00035,C
TEST_00036,C
TEST_00037,C
TEST_00038,C
TEST_00039,C
TEST_00040,C
TEST_00041,C
TEST_00042,C
TEST_00043,C
TEST_00044,C
TEST_00045,C
TEST_00046,C
TEST_00047,C
TEST_00048,C
TEST_00049,C
TEST_00050,C
TEST_00051,C
TEST_00052,C
TEST_00053,C
TEST_00054,C
TEST_00055,C
TEST_00056,C
TEST_00057,C
TEST_00058,C
TEST_00059,C
TEST_00060,C
TEST_00061,C
TEST_00062,C
TEST_00063,C
TEST_00064,C
TEST_00065,C
TEST_00066,C
TEST_00067,C
TEST_00068,C
TEST_00069,C
TEST_00070,C
TEST_00071,B
TEST_00072,C
TEST_00073,C
TEST_00074,C
TEST_00075,C
TEST_00076,C
TEST_00077,C
TEST_00078,C
TEST_00079,C
TEST_00080,C
TEST_00081,C
TEST_00082,C
TEST_00083,C
TEST_00084,C
TEST_00085,C
TEST_00086,C
TEST_00087,C
TEST_00088,C
TEST_00089,C
TEST_00090,C
TEST_00091,C
TEST_00092,C
TEST_00093,C
TEST_00094,C
TEST_00095,C
TEST_00096,C
TEST_00097,C
TEST_00098,B
TEST_00099,C
TEST_00100,C
TEST_00101,C
TEST_00102,C
TEST_00103,C
TEST_00104,C
TEST_00105,B
TEST_00106,C
TEST_00107,C
TEST_00108,C
TEST_00109,C
TEST_00110,C
TEST_00111,C
TEST_00112,C
TEST_00113,C
TEST_00114,C
TEST_00115,C
TEST_00116,C
TEST_00117,C
TEST_00118,C
TEST_00119,C
TEST_00120,C
TEST_00121,C
TEST_00122,C
TEST_00123,C
TEST_00124,C
TEST_00125,C
TEST_00126,C
TEST_00127,C
TEST_00128,C
TEST_00129,C
TEST_00130,C
TEST_00131,C
TEST_00132,C
TEST_00133,C
TEST_00134,C
TEST_00135,C
TEST_00136,C
TEST_00137,C
TEST_00138,C
TEST_00139,C
TEST_00140,C
TEST_00141,C
TEST_00142,C
TEST_00143,C
TEST_00144,C
TEST_00145,C
TEST_00146,C
TEST_00147,C
TEST_00148,C
TEST_00149,C
TEST_00150,C
TEST_00151,C
TEST_00152,C
TEST_00153,C
TEST_00154,C
TEST_00155,C
TEST_00156,C
TEST_00157,C
TEST_00158,C
TEST_00159,C
TEST_00160,C
TEST_00161,B
TEST_00162,C
TEST_00163,C
TEST_00164,C
TEST_00165,C
TEST_00166,C
TEST_00167,C
TEST_00168,C
TEST_00169,C
TEST_00170,C
TEST_00171,C
TEST_00172,C
TEST_00173,C
TEST_00174,C
TEST_00175,C
TEST_00176,C
TEST_00177,C
TEST_00178,C
TEST_00179,C
TEST_00180,C
TEST_00181,C
TEST_00182,C
TEST_00183,C
TEST_00184,C
TEST_00185,C
TEST_00186,C
TEST_00187,C
TEST_00188,C
TEST_00189,C
TEST_00190,C
TEST_00191,C
TEST_00192,C
TEST_00193,C
TEST_00194,C
TEST_00195,C
TEST_00196,B
TEST_00197,C
TEST_00198,C
TEST_00199,C
TEST_00200,C
TEST_00201,C
TEST_00202,C
TEST_00203,C
TEST_00204,C
TEST_00205,C
TEST_00206,C
TEST_00207,C
TEST_00208,C
TEST_00209,C
TEST_00210,C
TEST_00211,C
TEST_00212,C
TEST_00213,C
TEST_00214,C
TEST_00215,C
TEST_00216,C
TEST_00217,C
TEST_00218,C
TEST_00219,C
TEST_00220,C
TEST_00221,C
TEST_00222,C
TEST_00223,C
TEST_00224,C
TEST_00225,C
TEST_00226,C
TEST_00227,C
TEST_00228,C
TEST_00229,C
TEST_00230,C
TEST_00231,C
TEST_00232,C
TEST_00233,C
TEST_00234,C
TEST_00235,C
TEST_00236,B
TEST_00237,C
TEST_00238,C
TEST_00239,C
TEST_00240,C
TEST_00241,C
TEST_00242,C
TEST_00243,C
TEST_00244,C
TEST_00245,C
TEST_00246,C
TEST_00247,C
TEST_00248,C
TEST_00249,C
TEST_00250,C
TEST_00251,C
TEST_00252,C
TEST_00253,C
TEST_00254,C
TEST_00255,C
TEST_00256,C
TEST_00257,C
