ID,Income
TEST_0000,65.48360343175992
TEST_0001,45.46352935721646
TEST_0002,467.74460376804456
TEST_0003,569.5851133847208
TEST_0004,31.683020330943396
TEST_0005,822.7677110856135
TEST_0006,510.7764923015311
TEST_0007,7.42800990639547
TEST_0008,74.92453959650176
TEST_0009,865.0985644379156
TEST_0010,985.8536994741485
TEST_0011,293.39449955424425
TEST_0012,349.5044645393953
TEST_0013,686.3425544207545
TEST_0014,6.644705992309422
TEST_0015,900.2128536276861
TEST_0016,407.15561422860554
TEST_0017,569.3590890844588
TEST_0018,595.8417588574728
TEST_0019,621.3899233020996
TEST_0020,898.686139829247
TEST_0021,1040.7070174883168
TEST_0022,11.128368932729614
TEST_0023,578.0243738045084
TEST_0024,6.952744013329485
TEST_0025,680.671814635001
TEST_0026,716.1862365661718
TEST_0027,854.2617177510953
TEST_0028,7.408992191256853
TEST_0029,651.2791395912092
TEST_0030,53.43227146648285
TEST_0031,792.7745763188271
TEST_0032,800.1091551368871
TEST_0033,53.2781037368128
TEST_0034,831.2663652029781
TEST_0035,59.391407008145485
TEST_0036,7.100645141183683
TEST_0037,594.1085917331732
TEST_0038,382.3110358840617
TEST_0039,7.478546960950904
TEST_0040,506.52093136080947
TEST_0041,1331.2598273236633
TEST_0042,408.1250646926735
TEST_0043,1191.100093138091
TEST_0044,483.8716799204687
TEST_0045,1182.4341325126943
TEST_0046,601.9733256574187
TEST_0047,489.545872128
TEST_0048,532.3099514658588
TEST_0049,28.779801763141155
TEST_0050,48.1229573587045
TEST_0051,449.6952986400508
TEST_0052,543.8029405003502
TEST_0053,750.9465199606102
TEST_0054,499.94144949716633
TEST_0055,659.0202881896286
TEST_0056,827.7379528457442
TEST_0057,11.512327866503057
TEST_0058,656.2194108621569
TEST_0059,535.2004751888462
TEST_0060,399.1408723346055
TEST_0061,619.6565739189535
TEST_0062,1017.1160255149879
TEST_0063,156.73052889511
TEST_0064,584.4340544753574
TEST_0065,278.3981166651971
TEST_0066,23.454191547483077
TEST_0067,468.49243173445876
TEST_0068,566.6535783366551
TEST_0069,697.5011772547408
TEST_0070,62.47765071979296
TEST_0071,605.5532125257226
TEST_0072,792.8975046501946
TEST_0073,766.3524053676192
TEST_0074,711.1847931150988
TEST_0075,369.97850563593914
TEST_0076,1113.5893013169036
TEST_0077,476.93281162891054
TEST_0078,91.69394942519409
TEST_0079,520.7577679333904
TEST_0080,6.77231240662035
TEST_0081,515.1724948805407
TEST_0082,134.60375208101928
TEST_0083,50.11143318320339
TEST_0084,786.4958098313058
TEST_0085,970.2561675608243
TEST_0086,1197.0787931078369
TEST_0087,678.507643672062
TEST_0088,973.8402550372184
TEST_0089,8.056507957661449
TEST_0090,961.7432263286814
TEST_0091,6.558766330086211
TEST_0092,464.2826235475306
TEST_0093,385.225822911279
TEST_0094,1131.2792147518394
TEST_0095,391.01866391596246
TEST_0096,612.2600424597463
TEST_0097,614.5817427748049
TEST_0098,850.2801866626254
TEST_0099,559.624139701256
TEST_0100,27.49722679260239
TEST_0101,319.87862589811493
TEST_0102,734.2547012046697
TEST_0103,63.32013114133856
TEST_0104,572.270432610696
TEST_0105,79.25655084331841
TEST_0106,1131.4471017650023
TEST_0107,272.3182277150825
TEST_0108,938.1416465898515
TEST_0109,422.8782942734062
TEST_0110,31.725198612946816
TEST_0111,689.461957666549
TEST_0112,6.713408199878729
TEST_0113,953.0210538324673
TEST_0114,302.43889022481426
TEST_0115,6.692696108405254
TEST_0116,394.452168527431
TEST_0117,817.7644626790121
TEST_0118,607.2334219132289
TEST_0119,412.49899239830256
TEST_0120,1107.0523281719602
TEST_0121,636.0490129760685
TEST_0122,783.2152399966438
TEST_0123,519.2062615910645
TEST_0124,7.42800990639547
TEST_0125,1106.2313334896141
TEST_0126,45.26721970706873
TEST_0127,751.1298997930991
TEST_0128,441.3778920105645
TEST_0129,1054.8177359065132
TEST_0130,597.3804738895961
TEST_0131,558.2949436228648
TEST_0132,322.7821922684453
TEST_0133,720.9510016489318
TEST_0134,850.5056146734578
TEST_0135,517.6189246582262
TEST_0136,509.07920424264944
TEST_0137,659.0656976721615
TEST_0138,39.70198203302066
TEST_0139,374.96398800749336
TEST_0140,669.0561247652163
TEST_0141,631.50217807649
TEST_0142,421.761288888566
TEST_0143,53.45823413755099
TEST_0144,998.079447545038
TEST_0145,968.2731727358873
TEST_0146,53.3564210618109
TEST_0147,1097.9063045698792
TEST_0148,1322.6498908314732
TEST_0149,76.62956405991008
TEST_0150,1342.0657606127672
TEST_0151,399.5601226059993
TEST_0152,812.3094558809602
TEST_0153,473.39417561606996
TEST_0154,494.1274115788797
TEST_0155,705.1013043051013
TEST_0156,657.8269251125571
TEST_0157,71.98815048021065
TEST_0158,459.2321656817387
TEST_0159,65.83992475677475
TEST_0160,626.0673480053312
TEST_0161,746.4733589450431
TEST_0162,203.3105326228566
TEST_0163,391.7694986630718
TEST_0164,93.78503309130508
TEST_0165,657.1250539492372
TEST_0166,530.8273869920278
TEST_0167,854.8430110710354
TEST_0168,6.721070443005062
TEST_0169,1057.2701182972241
TEST_0170,638.2037218531243
TEST_0171,786.667282745689
TEST_0172,1279.4866892768816
TEST_0173,534.4249146622348
TEST_0174,71.640831535103
