ID,Income
TEST_0000,82.30172052501212
TEST_0001,49.39691985793833
TEST_0002,482.08856521345507
TEST_0003,637.6402917040419
TEST_0004,12.224381799328995
TEST_0005,630.9873145881154
TEST_0006,535.4708632145748
TEST_0007,27.855311468362288
TEST_0008,103.50187786911496
TEST_0009,939.8483107294443
TEST_0010,951.5757876841005
TEST_0011,748.79760291666
TEST_0012,545.8191629323209
TEST_0013,833.6011701143818
TEST_0014,0.37451587049390866
TEST_0015,785.5736716493608
TEST_0016,764.7792829737987
TEST_0017,713.1742162344898
TEST_0018,707.7928587092827
TEST_0019,803.0139719550108
TEST_0020,774.2463121280142
TEST_0021,915.9008477363471
TEST_0022,9.416959387215044
TEST_0023,773.0924458591529
TEST_0024,-8.069705149592707
TEST_0025,755.82382403151
TEST_0026,857.2433558257037
TEST_0027,843.0039113372171
TEST_0028,74.97887279701871
TEST_0029,567.7287382508143
TEST_0030,15.278480583238036
TEST_0031,769.3966366262467
TEST_0032,750.0765123157216
TEST_0033,59.36972725536286
TEST_0034,883.8277257294463
TEST_0035,55.93957982844716
TEST_0036,27.180478135555887
TEST_0037,545.501893986638
TEST_0038,840.0469336425022
TEST_0039,18.784690784673188
TEST_0040,523.2899507608716
TEST_0041,974.6984843165151
TEST_0042,741.3003273417891
TEST_0043,933.2033151365644
TEST_0044,544.0785285705246
TEST_0045,909.5773506425317
TEST_0046,811.3607320127984
TEST_0047,796.1168209169443
TEST_0048,501.68012414891746
TEST_0049,26.181958217096877
TEST_0050,112.04500027730036
TEST_0051,678.0832375375468
TEST_0052,505.615590873718
TEST_0053,747.1910653056408
TEST_0054,481.8304127718753
TEST_0055,676.9975721733994
TEST_0056,889.0479323801711
TEST_0057,8.759263502639854
TEST_0058,880.110812765179
TEST_0059,875.9793461817608
TEST_0060,515.6108816667586
TEST_0061,790.158129334432
TEST_0062,561.417581806833
TEST_0063,319.73408716569463
TEST_0064,693.4904983729891
TEST_0065,295.9774614308858
TEST_0066,24.661286262360008
TEST_0067,757.1591144493636
TEST_0068,777.6252983797983
TEST_0069,779.1641641660399
TEST_0070,80.67513108923418
TEST_0071,798.6010874505283
TEST_0072,783.6365514632812
TEST_0073,837.1276912515718
TEST_0074,621.9922775295157
TEST_0075,445.93579263550214
TEST_0076,958.650569871121
TEST_0077,668.1023699631103
TEST_0078,89.54311720107482
TEST_0079,727.9660618374949
TEST_0080,25.267351946028455
TEST_0081,697.8323174585258
TEST_0082,108.76733508527282
TEST_0083,65.32418766279987
TEST_0084,776.180778501685
TEST_0085,946.3979158748414
TEST_0086,948.1678942576946
TEST_0087,709.0177895666308
TEST_0088,822.2968164255658
TEST_0089,19.834286170731872
TEST_0090,914.1741941594729
TEST_0091,0.9351398633033625
TEST_0092,563.1722579758009
TEST_0093,335.7756841777311
TEST_0094,790.2081779468241
TEST_0095,535.5609948279321
TEST_0096,613.5592351622884
TEST_0097,647.576254136694
TEST_0098,832.5923746628667
TEST_0099,681.4222725854937
TEST_0100,72.92379644515258
TEST_0101,447.66139278145386
TEST_0102,715.1845672855172
TEST_0103,76.39796063785539
TEST_0104,657.1584890255318
TEST_0105,49.27339071580249
TEST_0106,815.2406909659642
TEST_0107,562.6824351447864
TEST_0108,853.9492810076378
TEST_0109,465.73278573635355
TEST_0110,37.131549265724715
TEST_0111,617.1770550306496
TEST_0112,-7.4157686903783
TEST_0113,941.3778564452964
TEST_0114,661.3894122936309
TEST_0115,25.83271846184398
TEST_0116,803.9137291158141
TEST_0117,668.8919996719471
TEST_0118,790.2518207341852
TEST_0119,583.8086991274591
TEST_0120,972.8842295241137
TEST_0121,819.6166285089655
TEST_0122,778.235131979226
TEST_0123,674.1257669453505
TEST_0124,27.855311468362288
TEST_0125,851.9839983268896
TEST_0126,84.23291762074668
TEST_0127,915.165482572362
TEST_0128,528.5870771815072
TEST_0129,979.8573892197782
TEST_0130,833.9798654710111
TEST_0131,763.8012893702169
TEST_0132,453.09598340040316
TEST_0133,807.6852845904248
TEST_0134,871.3121097424245
TEST_0135,555.8802737192327
TEST_0136,612.5458438252451
TEST_0137,861.4346538621519
TEST_0138,13.107073761346186
TEST_0139,570.2141494038444
TEST_0140,775.8568630111955
TEST_0141,760.6306438582986
TEST_0142,632.5225395428864
TEST_0143,37.380094252958145
TEST_0144,989.4011084714152
TEST_0145,886.2033986453936
TEST_0146,69.09912516259618
TEST_0147,786.676245151192
TEST_0148,897.6929960838683
TEST_0149,113.09506116779085
TEST_0150,950.0344808838757
TEST_0151,682.3098859438094
TEST_0152,717.3919669846518
TEST_0153,666.0903305497405
TEST_0154,636.7239517291421
TEST_0155,699.5701241868496
TEST_0156,550.0431728582578
TEST_0157,57.84039546918433
TEST_0158,549.5492365024385
TEST_0159,40.12495714881888
TEST_0160,539.1530318623838
TEST_0161,712.2554770706324
TEST_0162,395.14936289975185
TEST_0163,407.93104750242946
TEST_0164,78.23726863509543
TEST_0165,630.0628239468107
TEST_0166,811.6424759188324
TEST_0167,754.9074973686114
TEST_0168,26.062358792619463
TEST_0169,869.3243453287806
TEST_0170,593.5663471055088
TEST_0171,821.6745548711643
TEST_0172,778.8969617202258
TEST_0173,522.4481261838965
TEST_0174,82.60630986917346
TEST_0175,823.0875442477469
TEST_0176,752.8616992325478
TEST_0177,102.82807175709996
TEST_0178,-8.278823616160764
TEST_0179,833.7731545380268
TEST_0180,966.20168824296
TEST_0181,817.8072393546591
TEST_0182,684.5157961375776
TEST_0183,899.2718325103208
TEST_0184,699.5829779610318
TEST_0185,645.6491539346539
TEST_0186,898.3243391193164
TEST_0187,16.371429033486223
TEST_0188,648.2334855794847
TEST_0189,558.7096293539801
TEST_0190,843.14513311398
TEST_0191,732.3230059705111
TEST_0192,837.319840395835
TEST_0193,600.2378393889628
TEST_0194,663.3512441035971
TEST_0195,353.8045868386436
TEST_0196,0.37451587049390866
TEST_0197,727.6389311423466
TEST_0198,799.676016347104
TEST_0199,470.39350543536443
TEST_0200,39.67151227824132
TEST_0201,743.5325819194034
