ID,Income
TEST_0000,0.0
TEST_0001,0.0
TEST_0002,421.99
TEST_0003,695.84
TEST_0004,0.0
TEST_0005,810.41
TEST_0006,577.69
TEST_0007,0.0
TEST_0008,0.0
TEST_0009,994.54
TEST_0010,785.79
TEST_0011,424.22
TEST_0012,497.0
TEST_0013,790.58
TEST_0014,0.0
TEST_0015,493.24
TEST_0016,667.82
TEST_0017,666.32
TEST_0018,936.95
TEST_0019,787.92
TEST_0020,720.31
TEST_0021,886.02
TEST_0022,0.0
TEST_0023,473.23
TEST_0024,0.0
TEST_0025,564.09
TEST_0026,547.41
TEST_0027,718.84
TEST_0028,0.0
TEST_0029,498.91
TEST_0030,0.0
TEST_0031,811.8
TEST_0032,647.46
TEST_0033,0.0
TEST_0034,1039.1233333333334
TEST_0035,0.0
TEST_0036,0.0
TEST_0037,683.99
TEST_0038,849.51
TEST_0039,0.0
TEST_0040,694.28
TEST_0041,1991.46
TEST_0042,820.84
TEST_0043,932.13
TEST_0044,1192.08
TEST_0045,715.3
TEST_0046,1676.3
TEST_0047,335.09
TEST_0048,659.87
TEST_0049,0.0
TEST_0050,0.0
TEST_0051,372.0
TEST_0052,589.44
TEST_0053,193.2
TEST_0054,322.73
TEST_0055,650.43
TEST_0056,893.11
TEST_0057,0.0
TEST_0058,743.17
TEST_0059,449.18
TEST_0060,304.5
TEST_0061,934.54
TEST_0062,472.25
TEST_0063,0.0
TEST_0064,869.41
TEST_0065,326.12
TEST_0066,0.0
TEST_0067,817.43
TEST_0068,554.78
TEST_0069,808.44
TEST_0070,0.0
TEST_0071,623.86
TEST_0072,1105.65
TEST_0073,475.04
TEST_0074,476.52
TEST_0075,367.6
TEST_0076,867.54
TEST_0077,360.53
TEST_0078,0.0
TEST_0079,1357.57
TEST_0080,0.0
TEST_0081,583.17
TEST_0082,0.0
TEST_0083,0.0
TEST_0084,562.72
TEST_0085,990.17
TEST_0086,1742.22
TEST_0087,1319.5566666666668
TEST_0088,640.46
TEST_0089,0.0
TEST_0090,1483.23
TEST_0091,0.0
TEST_0092,538.13
TEST_0093,310.3666666666667
TEST_0094,1134.89
TEST_0095,498.81
TEST_0096,255.58
TEST_0097,961.15
TEST_0098,998.45
TEST_0099,622.15
TEST_0100,0.0
TEST_0101,248.69333333333333
TEST_0102,652.21
TEST_0103,0.0
TEST_0104,581.6
TEST_0105,0.0
TEST_0106,867.03
TEST_0107,510.25
TEST_0108,550.7
TEST_0109,695.93
TEST_0110,0.0
TEST_0111,843.02
TEST_0112,0.0
TEST_0113,773.15
TEST_0114,520.07
TEST_0115,0.0
TEST_0116,824.99
TEST_0117,397.56
TEST_0118,569.43
TEST_0119,548.7
TEST_0120,1241.69
TEST_0121,646.47
TEST_0122,842.33
TEST_0123,759.07
TEST_0124,0.0
TEST_0125,284.26
TEST_0126,0.0
TEST_0127,1387.1
TEST_0128,437.5
TEST_0129,1435.85
TEST_0130,536.55
TEST_0131,548.99
TEST_0132,285.8
TEST_0133,513.02
TEST_0134,762.23
TEST_0135,561.37
TEST_0136,360.67
TEST_0137,645.78
TEST_0138,0.0
TEST_0139,492.62
TEST_0140,1019.08
TEST_0141,112.01
TEST_0142,546.14
TEST_0143,0.0
TEST_0144,730.56
TEST_0145,1084.9
TEST_0146,0.0
TEST_0147,835.78
TEST_0148,1087.81
TEST_0149,0.0
TEST_0150,1456.23
TEST_0151,1215.02
TEST_0152,453.07
TEST_0153,666.51
TEST_0154,585.5
TEST_0155,223.2
TEST_0156,1180.7
TEST_0157,0.0
TEST_0158,675.61
TEST_0159,0.0
TEST_0160,514.48
TEST_0161,1600.2
TEST_0162,217.95
TEST_0163,394.0
TEST_0164,0.0
TEST_0165,487.94
TEST_0166,640.56
TEST_0167,740.24
TEST_0168,0.0
TEST_0169,738.63
TEST_0170,531.66
TEST_0171,868.91
TEST_0172,988.85
TEST_0173,500.21
TEST_0174,0.0
TEST_0175,795.45
TEST_0176,563.05
TEST_0177,0.0
TEST_0178,0.0
TEST_0179,1249.18
TEST_0180,1433.678333333333
TEST_0181,456.8
TEST_0182,745.36
TEST_0183,896.9266666666667
TEST_0184,763.27
TEST_0185,524.08
TEST_0186,1058.1
TEST_0187,0.0
TEST_0188,382.35
TEST_0189,482.13
TEST_0190,1236.29
TEST_0191,285.5
TEST_0192,1863.67
TEST_0193,917.13
TEST_0194,332.6
TEST_0195,653.93
TEST_0196,0.0
TEST_0197,1051.21
TEST_0198,479.72
TEST_0199,613.25
TEST_0200,0.0
TEST_0201,751.0
TEST_0202,0.0
TEST_0203,1235.94
TEST_0204,215.35
TEST_0205,0.0
TEST_0206,707.92
TEST_0207,0.0
TEST_0208,366.68
TEST_0209,0.0
TEST_0210,1258.09
TEST_0211,511.3
TEST_0212,0.0
TEST_0213,683.4
TEST_0214,258.72
TEST_0215,584.96
TEST_0216,1095.61
TEST_0217,955.08
TEST_0218,574.03
TEST_0219,911.6
TEST_0220,606.3
TEST_0221,1098.13
TEST_0222,557.63
TEST_0223,1352.81
TEST_0224,950.8
TEST_0225,384.1
TEST_0226,650.64
TEST_0227,861.72
TEST_0228,492.73
TEST_0229,1736.11
TEST_0230,694.81
TEST_0231,0.0
TEST_0232,407.98
TEST_0233,343.89
TEST_0234,0.0
TEST_0235,646.98
TEST_0236,1615.83
TEST_0237,975.47
TEST_0238,589.12
TEST_0239,0.0
TEST_0240,764.87
TEST_0241,474.96
TEST_0242,1147.9
TEST_0243,971.74
TEST_0244,0.0
TEST_0245,1233.51
TEST_0246,573.1
TEST_0247,0.0
TEST_0248,0.0
TEST_0249,817.09
TEST_0250,398.85
TEST_0251,1020.65
TEST_0252,0.0
TEST_0253,0.0
TEST_0254,1141.86
TEST_0255,558.64
TEST_0256,547.66
TEST_0257,638.23
TEST_0258,1025.79
TEST_0259,663.51
TEST_0260,276.78
TEST_0261,1531.7
TEST_0262,153.0
TEST_0263,586.62
TEST_0264,869.7466666666667
TEST_0265,1101.68
TEST_0266,1074.56
TEST_0267,1163.98
TEST_0268,477.58
TEST_0269,972.2
TEST_0270,1065.13
TEST_0271,394.8
TEST_0272,856.21
TEST_0273,505.93
TEST_0274,1806.85
TEST_0275,1182.06
TEST_0276,99.6
TEST_0277,761.53
TEST_0278,594.53
TEST_0279,603.95
TEST_0280,487.6
TEST_0281,0.0
TEST_0282,577.95
TEST_0283,681.36
TEST_0284,924.71
TEST_0285,220.57
TEST_0286,0.0
TEST_0287,0.0
TEST_0288,574.01
TEST_0289,424.22
TEST_0290,585.24
TEST_0291,1244.9399999999998
TEST_0292,799.42
TEST_0293,609.38
TEST_0294,781.03
TEST_0295,1034.06
TEST_0296,545.65
TEST_0297,1479.4
TEST_0298,0.0
TEST_0299,515.69
TEST_0300,0.0
TEST_0301,0.0
TEST_0302,438.44
TEST_0303,607.06
TEST_0304,0.0
TEST_0305,0.0
TEST_0306,517.32
TEST_0307,861.84
TEST_0308,1476.17
TEST_0309,333.04
TEST_0310,605.19
TEST_0311,584.2
TEST_0312,301.05
TEST_0313,801.8775
TEST_0314,303.42
TEST_0315,126.0
TEST_0316,806.11
TEST_0317,1891.34
TEST_0318,0.0
TEST_0319,551.0641666666667
TEST_0320,465.05
TEST_0321,0.0
TEST_0322,0.0
TEST_0323,0.0
TEST_0324,1066.12
TEST_0325,491.23
TEST_0326,154.65
TEST_0327,0.0
TEST_0328,1743.92
TEST_0329,1081.53
TEST_0330,340.03
TEST_0331,1169.74
TEST_0332,358.2
TEST_0333,737.05
TEST_0334,944.15
TEST_0335,673.13
TEST_0336,540.13
TEST_0337,1567.68
TEST_0338,558.48
TEST_0339,1150.28
TEST_0340,0.0
TEST_0341,1515.79
TEST_0342,357.35
TEST_0343,0.0
TEST_0344,306.65
TEST_0345,0.0
TEST_0346,753.6
TEST_0347,373.68
TEST_0348,0.0
TEST_0349,762.93
TEST_0350,813.89
TEST_0351,0.0
TEST_0352,0.0
TEST_0353,323.68
TEST_0354,0.0
TEST_0355,0.0
TEST_0356,0.0
TEST_0357,0.0
TEST_0358,0.0
TEST_0359,0.0
TEST_0360,1030.96
TEST_0361,650.8
TEST_0362,1234.28
TEST_0363,0.0
TEST_0364,0.0
TEST_0365,835.34
TEST_0366,0.0
TEST_0367,497.55
TEST_0368,390.15
TEST_0369,347.65
TEST_0370,540.93
TEST_0371,1250.93
TEST_0372,454.26
TEST_0373,0.0
TEST_0374,0.0
TEST_0375,644.3
TEST_0376,756.46
TEST_0377,1005.29
TEST_0378,0.0
TEST_0379,217.21666666666664
TEST_0380,1298.33
TEST_0381,1158.1
TEST_0382,989.22
TEST_0383,802.06
TEST_0384,679.91
TEST_0385,0.0
TEST_0386,0.0
TEST_0387,1156.49
TEST_0388,0.0
TEST_0389,385.45
TEST_0390,896.54
TEST_0391,1336.08
TEST_0392,611.46
TEST_0393,1332.91
TEST_0394,810.0
TEST_0395,729.63
TEST_0396,886.28
TEST_0397,629.42
TEST_0398,764.28
TEST_0399,672.15
TEST_0400,822.2
TEST_0401,0.0
TEST_0402,487.54
TEST_0403,0.0
TEST_0404,557.16
TEST_0405,456.36
TEST_0406,174.7
TEST_0407,887.43
TEST_0408,489.85
TEST_0409,0.0
TEST_0410,550.05
TEST_0411,230.04
TEST_0412,456.75
TEST_0413,49.85
TEST_0414,0.0
TEST_0415,0.0
TEST_0416,483.0
TEST_0417,1046.33
TEST_0418,515.04
TEST_0419,946.91
TEST_0420,897.03
TEST_0421,0.0
TEST_0422,701.05
TEST_0423,176.93
TEST_0424,850.43
TEST_0425,993.41
TEST_0426,0.0
TEST_0427,904.34
TEST_0428,118.0
TEST_0429,850.06
TEST_0430,0.0
TEST_0431,1351.37
TEST_0432,1309.95
TEST_0433,429.71
TEST_0434,369.88
TEST_0435,0.0
TEST_0436,535.74
TEST_0437,0.0
TEST_0438,674.83
TEST_0439,1051.06
TEST_0440,1010.61
TEST_0441,225.62
TEST_0442,674.29
TEST_0443,488.31
TEST_0444,0.0
TEST_0445,368.78
TEST_0446,243.05
TEST_0447,1119.37
TEST_0448,0.0
TEST_0449,573.54
TEST_0450,397.05
TEST_0451,449.21
TEST_0452,0.0
TEST_0453,775.29
TEST_0454,965.39
TEST_0455,623.88
TEST_0456,0.0
TEST_0457,791.1
TEST_0458,653.11
TEST_0459,612.26
TEST_0460,566.65
TEST_0461,1425.48
TEST_0462,472.3
TEST_0463,760.75
TEST_0464,749.25
TEST_0465,0.0
TEST_0466,442.45
TEST_0467,363.55
TEST_0468,628.47
TEST_0469,1694.2
TEST_0470,0.0
TEST_0471,282.85
TEST_0472,592.21
TEST_0473,0.0
TEST_0474,494.0
TEST_0475,655.37
TEST_0476,0.0
TEST_0477,0.0
TEST_0478,1288.04
TEST_0479,853.65
TEST_0480,341.17
TEST_0481,0.0
TEST_0482,0.0
TEST_0483,0.0
TEST_0484,550.65
TEST_0485,720.09
TEST_0486,1471.34
TEST_0487,646.82
TEST_0488,909.74
TEST_0489,0.0
TEST_0490,417.9
TEST_0491,701.13
TEST_0492,525.845
TEST_0493,724.67
TEST_0494,1088.43
TEST_0495,1352.5620000000001
TEST_0496,1415.06
TEST_0497,256.12
TEST_0498,385.59
TEST_0499,0.0
TEST_0500,110.9
TEST_0501,390.65
TEST_0502,0.0
TEST_0503,0.0
